"","MatrixGrid","MatrixSum"
"7237","PIXEL18/382",0
"7238","PIXEL19/382",0
"7239","PIXEL20/382",0
"7240","PIXEL21/382",0
"7241","PIXEL22/382",0
"7242","PIXEL23/382",0
"7243","PIXEL24/382",0
"7244","PIXEL25/382",0
"7245","PIXEL26/382",0
"7246","PIXEL27/382",0
"7247","PIXEL28/382",0
"7248","PIXEL29/382",0
"7249","PIXEL30/382",0
"7250","PIXEL31/382",0
"7251","PIXEL32/382",0
"7252","PIXEL33/382",0
"7253","PIXEL34/382",0
"7254","PIXEL35/382",0
"7255","PIXEL36/382",0
"7256","PIXEL37/382",0
"7257","PIXEL38/382",0
"7258","PIXEL39/382",0
"7259","PIXEL40/382",0
"7260","PIXEL41/382",0
"7261","PIXEL42/382",0
"7262","PIXEL43/382",0
"7263","PIXEL44/382",0
"7264","PIXEL45/382",0
"7265","PIXEL46/382",0
"7266","PIXEL47/382",0
"7267","PIXEL48/382",0
"7268","PIXEL49/382",0
"7269","PIXEL50/382",0
"7270","PIXEL51/382",0
"7271","PIXEL52/382",0
"7272","PIXEL53/382",0
"7273","PIXEL54/382",0
"7274","PIXEL55/382",0
"7275","PIXEL56/382",0
"7276","PIXEL57/382",0
"7277","PIXEL58/382",0
"7278","PIXEL59/382",0
"7279","PIXEL60/382",0
"7280","PIXEL61/382",0
"7281","PIXEL62/382",0
"7282","PIXEL63/382",0
"7283","PIXEL64/382",0
"7284","PIXEL65/382",0
"7285","PIXEL66/382",0
"7286","PIXEL67/382",0
"7287","PIXEL68/382",0
"7288","PIXEL69/382",0
"7289","PIXEL70/382",0
"7290","PIXEL71/382",0
"7291","PIXEL72/382",0
"7292","PIXEL73/382",0
"7293","PIXEL74/382",0
"7294","PIXEL75/382",0
"7295","PIXEL76/382",0
"7296","PIXEL77/382",0
"7297","PIXEL78/382",0
"7298","PIXEL79/382",0
"7299","PIXEL80/382",0
"7300","PIXEL81/382",0
"7301","PIXEL82/382",0
"7302","PIXEL83/382",0
"7303","PIXEL84/382",0
"7304","PIXEL85/382",0
"7305","PIXEL86/382",0
"7306","PIXEL87/382",0
"7307","PIXEL88/382",0
"7308","PIXEL89/382",0
"7309","PIXEL90/382",0
"7310","PIXEL91/382",0
"7311","PIXEL92/382",0
"7312","PIXEL93/382",0
"7313","PIXEL94/382",0
"7314","PIXEL95/382",0
"7315","PIXEL96/382",0
"7316","PIXEL97/382",0
"7317","PIXEL98/382",0
"7318","PIXEL99/382",0
"7319","PIXEL100/382",0
"7320","PIXEL101/382",0
"7321","PIXEL102/382",0
"7322","PIXEL103/382",0
"7323","PIXEL104/382",0
"7324","PIXEL105/382",0
"7325","PIXEL106/382",0
"7326","PIXEL107/382",0
"7327","PIXEL108/382",0
"7328","PIXEL109/382",0
"7329","PIXEL110/382",0
"7330","PIXEL111/382",0
"7331","PIXEL112/382",0
"7332","PIXEL113/382",0
"7333","PIXEL114/382",0
"7334","PIXEL115/382",0
"7335","PIXEL116/382",0
"7336","PIXEL117/382",0
"7337","PIXEL118/382",0
"7338","PIXEL119/382",0
"7339","PIXEL120/382",0
"7340","PIXEL121/382",0
"7341","PIXEL122/382",0
"7342","PIXEL123/382",0
"7343","PIXEL124/382",0
"7344","PIXEL125/382",0
"7345","PIXEL126/382",0
"7346","PIXEL127/382",0
"7347","PIXEL128/382",0
"7348","PIXEL129/382",0
"7349","PIXEL130/382",0
"7350","PIXEL131/382",0
"7351","PIXEL132/382",0
"7352","PIXEL133/382",0
"7353","PIXEL134/382",0
"7354","PIXEL135/382",0
"7355","PIXEL136/382",0
"7356","PIXEL137/382",0
"7357","PIXEL138/382",0
"7358","PIXEL139/382",0
"7359","PIXEL140/382",0
"7360","PIXEL141/382",0
"7361","PIXEL142/382",0
"7362","PIXEL143/382",0
"7363","PIXEL144/382",0
"7364","PIXEL145/382",0
"7365","PIXEL146/382",0
"7366","PIXEL147/382",0
"7367","PIXEL148/382",0
"7368","PIXEL149/382",0
"7369","PIXEL150/382",0
"7370","PIXEL151/382",0
"7371","PIXEL152/382",0
"7372","PIXEL153/382",0
"7373","PIXEL154/382",0
"7374","PIXEL155/382",0
"7375","PIXEL156/382",0
"7376","PIXEL157/382",0
"7377","PIXEL158/382",0
"7378","PIXEL159/382",0
"7379","PIXEL160/382",0
"7380","PIXEL161/382",0
"7381","PIXEL162/382",0
"7382","PIXEL163/382",0
"7383","PIXEL164/382",0
"7384","PIXEL165/382",0
"7385","PIXEL166/382",0
"7386","PIXEL167/382",0
"7387","PIXEL168/382",0
"7388","PIXEL169/382",0
"7389","PIXEL170/382",0
"7390","PIXEL171/382",0
"7391","PIXEL172/382",0
"7392","PIXEL173/382",0
"7393","PIXEL174/382",0
"7394","PIXEL175/382",0
"7395","PIXEL176/382",0
"7396","PIXEL177/382",0
"7397","PIXEL178/382",0
"7398","PIXEL179/382",0
"7399","PIXEL180/382",0
"7400","PIXEL181/382",0
"7401","PIXEL182/382",0
"7402","PIXEL183/382",0
"7403","PIXEL184/382",0
"7404","PIXEL185/382",0
"7405","PIXEL186/382",0
"7406","PIXEL187/382",0
"7407","PIXEL188/382",0
"7408","PIXEL189/382",0
"7409","PIXEL190/382",0
"7410","PIXEL191/382",0
"7411","PIXEL192/382",0
"7412","PIXEL193/382",0
"7413","PIXEL194/382",0
"7414","PIXEL195/382",0
"7415","PIXEL196/382",0
"7416","PIXEL197/382",0
"7417","PIXEL198/382",0
"7418","PIXEL199/382",0
"7419","PIXEL200/382",0
"7420","PIXEL201/382",0
"7421","PIXEL202/382",0
"7422","PIXEL203/382",0
"7423","PIXEL204/382",0
"7424","PIXEL205/382",0
"7425","PIXEL206/382",0
"7426","PIXEL207/382",0
"7427","PIXEL208/382",0
"7428","PIXEL209/382",0
"7429","PIXEL210/382",0
"7430","PIXEL211/382",0
"7431","PIXEL212/382",0
"7432","PIXEL213/382",0
"7433","PIXEL214/382",0
"7434","PIXEL215/382",0
"7435","PIXEL216/382",0
"7436","PIXEL217/382",0
"7437","PIXEL218/382",0
"7438","PIXEL219/382",0
"7439","PIXEL220/382",0
"7440","PIXEL221/382",0
"7441","PIXEL222/382",0
"7442","PIXEL223/382",0
"7443","PIXEL224/382",0
"7444","PIXEL225/382",0
"7445","PIXEL226/382",0
"7446","PIXEL227/382",0
"7447","PIXEL228/382",0
"7448","PIXEL229/382",0
"7449","PIXEL230/382",0
"7450","PIXEL231/382",0
"7451","PIXEL232/382",0
"7452","PIXEL233/382",0
"7453","PIXEL234/382",0
"7454","PIXEL235/382",0
"7455","PIXEL236/382",0
"7456","PIXEL237/382",0
"7457","PIXEL238/382",0
"7458","PIXEL239/382",0
"7459","PIXEL240/382",0
"7460","PIXEL241/382",0
"7461","PIXEL242/382",0
"7462","PIXEL243/382",0
"7463","PIXEL244/382",0
"7464","PIXEL245/382",0
"7465","PIXEL246/382",0
"7466","PIXEL247/382",0
"7467","PIXEL248/382",0
"7468","PIXEL249/382",0
"7469","PIXEL250/382",0
"7470","PIXEL251/382",0
"7471","PIXEL252/382",0
"7472","PIXEL253/382",0
"7473","PIXEL254/382",0
"7474","PIXEL255/382",0
"7475","PIXEL256/382",0
"7476","PIXEL257/382",0
"7477","PIXEL258/382",0
"7478","PIXEL259/382",0
"7479","PIXEL260/382",0
"7480","PIXEL261/382",0
"7481","PIXEL262/382",0
"7482","PIXEL263/382",0
"7483","PIXEL264/382",0
"7484","PIXEL265/382",0
"7485","PIXEL266/382",0
"7486","PIXEL267/382",0
"7487","PIXEL268/382",0
"7488","PIXEL269/382",0
"7489","PIXEL270/382",0
"7490","PIXEL271/382",0
"7491","PIXEL272/382",0
"7492","PIXEL273/382",0
"7493","PIXEL274/382",0
"7494","PIXEL275/382",0
"7495","PIXEL276/382",0
"7496","PIXEL277/382",0
"7497","PIXEL278/382",0
"7498","PIXEL279/382",0
"7499","PIXEL280/382",0
"7500","PIXEL281/382",0
"7501","PIXEL282/382",0
"7502","PIXEL283/382",0
"7503","PIXEL284/382",0
"7504","PIXEL285/382",0
"7505","PIXEL286/382",0
"7506","PIXEL287/382",0
"7507","PIXEL288/382",0
"7508","PIXEL289/382",0
"7509","PIXEL290/382",0
"7510","PIXEL291/382",0
"7511","PIXEL292/382",0
"7512","PIXEL293/382",0
"7513","PIXEL294/382",0
"7514","PIXEL295/382",0
"7515","PIXEL296/382",0
"7516","PIXEL297/382",0
"7517","PIXEL298/382",0
"7518","PIXEL299/382",0
"7519","PIXEL300/382",0
"7520","PIXEL301/382",0
"7521","PIXEL302/382",0
"7522","PIXEL303/382",0
"7523","PIXEL304/382",0
"7524","PIXEL305/382",0
"7525","PIXEL306/382",0
"7526","PIXEL307/382",0
"7527","PIXEL308/382",0
"7528","PIXEL309/382",0
"7529","PIXEL310/382",0
"7530","PIXEL311/382",0
"7531","PIXEL312/382",0
"7532","PIXEL313/382",0
"7533","PIXEL314/382",0
"7534","PIXEL315/382",0
"7535","PIXEL316/382",0
"7536","PIXEL317/382",0
"7537","PIXEL318/382",0
"7538","PIXEL319/382",0
"7539","PIXEL320/382",0
"7540","PIXEL321/382",0
"7541","PIXEL322/382",0
"7542","PIXEL323/382",0
"7543","PIXEL324/382",0
"7544","PIXEL325/382",0
"7545","PIXEL326/382",0
"7546","PIXEL327/382",0
"7547","PIXEL328/382",0
"7548","PIXEL329/382",0
"7549","PIXEL330/382",0
"7550","PIXEL331/382",0
"7551","PIXEL332/382",0
"7552","PIXEL333/382",0
"7553","PIXEL334/382",0
"7554","PIXEL335/382",0
"7555","PIXEL336/382",0
"7556","PIXEL337/382",0
"7557","PIXEL338/382",0
"7558","PIXEL339/382",0
"7559","PIXEL340/382",0
"7560","PIXEL341/382",0
"7561","PIXEL342/382",0
"7562","PIXEL343/382",0
"7563","PIXEL344/382",0
"7564","PIXEL345/382",0
"7565","PIXEL346/382",0
"7566","PIXEL347/382",0
"7567","PIXEL348/382",0
"7568","PIXEL349/382",0
"7569","PIXEL350/382",0
"7570","PIXEL351/382",0
"7571","PIXEL352/382",0
"7572","PIXEL353/382",0
"7573","PIXEL354/382",0
"7574","PIXEL355/382",0
"7575","PIXEL356/382",0
"7576","PIXEL357/382",0
"7577","PIXEL358/382",0
"7578","PIXEL359/382",0
"7579","PIXEL360/382",0
"7580","PIXEL361/382",0
"7581","PIXEL362/382",0
"7582","PIXEL363/382",0
"7583","PIXEL364/382",0
"7584","PIXEL365/382",0
"7585","PIXEL366/382",0
"7586","PIXEL367/382",0
"7587","PIXEL368/382",0
"7588","PIXEL369/382",0
"7589","PIXEL370/382",0
"7590","PIXEL371/382",0
"7591","PIXEL372/382",0
"7592","PIXEL373/382",0
"7593","PIXEL374/382",0
"7594","PIXEL375/382",0
"7595","PIXEL376/382",0
"7596","PIXEL377/382",0
"7597","PIXEL378/382",0
"7598","PIXEL379/382",0
"7599","PIXEL380/382",0
"7600","PIXEL381/382",0
"7601","PIXEL382/382",0
"7602","PIXEL383/382",0
"7603","PIXEL384/382",0
"7604","PIXEL385/382",0
"7605","PIXEL386/382",0
"7606","PIXEL387/382",0
"7607","PIXEL388/382",0
"7608","PIXEL389/382",0
"7609","PIXEL390/382",0
"7610","PIXEL391/382",0
"7611","PIXEL392/382",0
"7612","PIXEL393/382",0
"7613","PIXEL394/382",0
"7614","PIXEL395/382",0
"7615","PIXEL396/382",0
"7616","PIXEL397/382",0
"7617","PIXEL398/382",0
"7618","PIXEL399/382",0
"7619","PIXEL400/382",0
"7620","PIXEL0/381",0
"7621","PIXEL1/381",0
"7622","PIXEL2/381",0
"7623","PIXEL3/381",0
"7624","PIXEL4/381",0
"7625","PIXEL5/381",0
"7626","PIXEL6/381",0
"7627","PIXEL7/381",0
"7628","PIXEL8/381",0
"7629","PIXEL9/381",0
"7630","PIXEL10/381",0
"7631","PIXEL11/381",0
"7632","PIXEL12/381",0
"7633","PIXEL13/381",0
"7634","PIXEL14/381",0
"7635","PIXEL15/381",0
"7636","PIXEL16/381",0
"7637","PIXEL17/381",0
"7638","PIXEL18/381",0
"7639","PIXEL19/381",0
"7640","PIXEL20/381",0
"7641","PIXEL21/381",0
"7642","PIXEL22/381",0
"7643","PIXEL23/381",0
"7644","PIXEL24/381",0
"7645","PIXEL25/381",0
"7646","PIXEL26/381",0
"7647","PIXEL27/381",0
"7648","PIXEL28/381",0
"7649","PIXEL29/381",0
"7650","PIXEL30/381",0
"7651","PIXEL31/381",0
"7652","PIXEL32/381",0
"7653","PIXEL33/381",0
"7654","PIXEL34/381",0
"7655","PIXEL35/381",0
"7656","PIXEL36/381",0
"7657","PIXEL37/381",0
"7658","PIXEL38/381",0
"7659","PIXEL39/381",0
"7660","PIXEL40/381",0
"7661","PIXEL41/381",0
"7662","PIXEL42/381",0
"7663","PIXEL43/381",0
"7664","PIXEL44/381",0
"7665","PIXEL45/381",0
"7666","PIXEL46/381",0
"7667","PIXEL47/381",0
"7668","PIXEL48/381",0
"7669","PIXEL49/381",0
"7670","PIXEL50/381",0
"7671","PIXEL51/381",0
"7672","PIXEL52/381",0
"7673","PIXEL53/381",0
"7674","PIXEL54/381",0
"7675","PIXEL55/381",0
"7676","PIXEL56/381",0
"7677","PIXEL57/381",0
"7678","PIXEL58/381",0
"7679","PIXEL59/381",0
"7680","PIXEL60/381",0
"7681","PIXEL61/381",0
"7682","PIXEL62/381",0
"7683","PIXEL63/381",0
"7684","PIXEL64/381",0
"7685","PIXEL65/381",0
"7686","PIXEL66/381",0
"7687","PIXEL67/381",0
"7688","PIXEL68/381",0
"7689","PIXEL69/381",0
"7690","PIXEL70/381",0
"7691","PIXEL71/381",0
"7692","PIXEL72/381",0
"7693","PIXEL73/381",0
"7694","PIXEL74/381",0
"7695","PIXEL75/381",0
"7696","PIXEL76/381",0
"7697","PIXEL77/381",0
"7698","PIXEL78/381",0
"7699","PIXEL79/381",0
"7700","PIXEL80/381",0
"7701","PIXEL81/381",0
"7702","PIXEL82/381",0
"7703","PIXEL83/381",0
"7704","PIXEL84/381",0
"7705","PIXEL85/381",0
"7706","PIXEL86/381",0
"7707","PIXEL87/381",0
"7708","PIXEL88/381",0
"7709","PIXEL89/381",0
"7710","PIXEL90/381",0
"7711","PIXEL91/381",0
"7712","PIXEL92/381",0
"7713","PIXEL93/381",0
"7714","PIXEL94/381",0
"7715","PIXEL95/381",0
"7716","PIXEL96/381",0
"7717","PIXEL97/381",0
"7718","PIXEL98/381",0
"7719","PIXEL99/381",0
"7720","PIXEL100/381",0
"7721","PIXEL101/381",0
"7722","PIXEL102/381",0
"7723","PIXEL103/381",0
"7724","PIXEL104/381",0
"7725","PIXEL105/381",0
"7726","PIXEL106/381",0
"7727","PIXEL107/381",0
"7728","PIXEL108/381",0
"7729","PIXEL109/381",0
"7730","PIXEL110/381",0
"7731","PIXEL111/381",0
"7732","PIXEL112/381",0
"7733","PIXEL113/381",0
"7734","PIXEL114/381",0
"7735","PIXEL115/381",0
"7736","PIXEL116/381",0
"7737","PIXEL117/381",0
"7738","PIXEL118/381",0
"7739","PIXEL119/381",0
"7740","PIXEL120/381",0
"7741","PIXEL121/381",0
"7742","PIXEL122/381",0
"7743","PIXEL123/381",0
"7744","PIXEL124/381",0
"7745","PIXEL125/381",0
"7746","PIXEL126/381",0
"7747","PIXEL127/381",0
"7748","PIXEL128/381",0
"7749","PIXEL129/381",0
"7750","PIXEL130/381",0
"7751","PIXEL131/381",0
"7752","PIXEL132/381",0
"7753","PIXEL133/381",0
"7754","PIXEL134/381",0
"7755","PIXEL135/381",0
"7756","PIXEL136/381",0
"7757","PIXEL137/381",0
"7758","PIXEL138/381",0
"7759","PIXEL139/381",0
"7760","PIXEL140/381",0
"7761","PIXEL141/381",0
"7762","PIXEL142/381",0
"7763","PIXEL143/381",0
"7764","PIXEL144/381",0
"7765","PIXEL145/381",0
"7766","PIXEL146/381",0
"7767","PIXEL147/381",0
"7768","PIXEL148/381",0
"7769","PIXEL149/381",0
"7770","PIXEL150/381",0
"7771","PIXEL151/381",0
"7772","PIXEL152/381",0
"7773","PIXEL153/381",0
"7774","PIXEL154/381",0
"7775","PIXEL155/381",0
"7776","PIXEL156/381",0
"7777","PIXEL157/381",0
"7778","PIXEL158/381",0
"7779","PIXEL159/381",0
"7780","PIXEL160/381",0
"7781","PIXEL161/381",0
"7782","PIXEL162/381",0
"7783","PIXEL163/381",0
"7784","PIXEL164/381",0
"7785","PIXEL165/381",0
"7786","PIXEL166/381",0
"7787","PIXEL167/381",0
"7788","PIXEL168/381",0
"7789","PIXEL169/381",0
"7790","PIXEL170/381",0
"7791","PIXEL171/381",0
"7792","PIXEL172/381",0
"7793","PIXEL173/381",0
"7794","PIXEL174/381",0
"7795","PIXEL175/381",0
"7796","PIXEL176/381",0
"7797","PIXEL177/381",0
"7798","PIXEL178/381",0
"7799","PIXEL179/381",0
"7800","PIXEL180/381",0
"7801","PIXEL181/381",0
"7802","PIXEL182/381",0
"7803","PIXEL183/381",0
"7804","PIXEL184/381",0
"7805","PIXEL185/381",0
"7806","PIXEL186/381",0
"7807","PIXEL187/381",0
"7808","PIXEL188/381",0
"7809","PIXEL189/381",0
"7810","PIXEL190/381",0
"7811","PIXEL191/381",0
"7812","PIXEL192/381",0
"7813","PIXEL193/381",0
"7814","PIXEL194/381",0
"7815","PIXEL195/381",0
"7816","PIXEL196/381",0
"7817","PIXEL197/381",0
"7818","PIXEL198/381",0
"7819","PIXEL199/381",0
"7820","PIXEL200/381",0
"7821","PIXEL201/381",0
"7822","PIXEL202/381",0
"7823","PIXEL203/381",0
"7824","PIXEL204/381",0
"7825","PIXEL205/381",0
"7826","PIXEL206/381",0
"7827","PIXEL207/381",0
"7828","PIXEL208/381",0
"7829","PIXEL209/381",0
"7830","PIXEL210/381",0
"7831","PIXEL211/381",0
"7832","PIXEL212/381",0
"7833","PIXEL213/381",0
"7834","PIXEL214/381",0
"7835","PIXEL215/381",0
"7836","PIXEL216/381",0
"7837","PIXEL217/381",0
"7838","PIXEL218/381",0
"7839","PIXEL219/381",0
"7840","PIXEL220/381",0
"7841","PIXEL221/381",0
"7842","PIXEL222/381",0
"7843","PIXEL223/381",0
"7844","PIXEL224/381",0
"7845","PIXEL225/381",0
"7846","PIXEL226/381",0
"7847","PIXEL227/381",0
"7848","PIXEL228/381",0
"7849","PIXEL229/381",0
"7850","PIXEL230/381",0
"7851","PIXEL231/381",0
"7852","PIXEL232/381",0
"7853","PIXEL233/381",0
"7854","PIXEL234/381",0
"7855","PIXEL235/381",0
"7856","PIXEL236/381",0
"7857","PIXEL237/381",0
"7858","PIXEL238/381",0
"7859","PIXEL239/381",0
"7860","PIXEL240/381",0
"7861","PIXEL241/381",0
"7862","PIXEL242/381",0
"7863","PIXEL243/381",0
"7864","PIXEL244/381",0
"7865","PIXEL245/381",0
"7866","PIXEL246/381",0
"7867","PIXEL247/381",0
"7868","PIXEL248/381",0
"7869","PIXEL249/381",0
"7870","PIXEL250/381",0
"7871","PIXEL251/381",0
"7872","PIXEL252/381",0
"7873","PIXEL253/381",0
"7874","PIXEL254/381",0
"7875","PIXEL255/381",0
"7876","PIXEL256/381",0
"7877","PIXEL257/381",0
"7878","PIXEL258/381",0
"7879","PIXEL259/381",0
"7880","PIXEL260/381",0
"7881","PIXEL261/381",0
"7882","PIXEL262/381",0
"7883","PIXEL263/381",0
"7884","PIXEL264/381",0
"7885","PIXEL265/381",0
"7886","PIXEL266/381",0
"7887","PIXEL267/381",0
"7888","PIXEL268/381",0
"7889","PIXEL269/381",0
"7890","PIXEL270/381",0
"7891","PIXEL271/381",0
"7892","PIXEL272/381",0
"7893","PIXEL273/381",0
"7894","PIXEL274/381",0
"7895","PIXEL275/381",0
"7896","PIXEL276/381",0
"7897","PIXEL277/381",0
"7898","PIXEL278/381",0
"7899","PIXEL279/381",0
"7900","PIXEL280/381",0
"7901","PIXEL281/381",0
"7902","PIXEL282/381",0
"7903","PIXEL283/381",0
"7904","PIXEL284/381",0
"7905","PIXEL285/381",0
"7906","PIXEL286/381",0
"7907","PIXEL287/381",0
"7908","PIXEL288/381",0
"7909","PIXEL289/381",0
"7910","PIXEL290/381",0
"7911","PIXEL291/381",0
"7912","PIXEL292/381",0
"7913","PIXEL293/381",0
"7914","PIXEL294/381",0
"7915","PIXEL295/381",0
"7916","PIXEL296/381",0
"7917","PIXEL297/381",0
"7918","PIXEL298/381",0
"7919","PIXEL299/381",0
"7920","PIXEL300/381",0
"7921","PIXEL301/381",0
"7922","PIXEL302/381",0
"7923","PIXEL303/381",0
"7924","PIXEL304/381",0
"7925","PIXEL305/381",0
"7926","PIXEL306/381",0
"7927","PIXEL307/381",0
"7928","PIXEL308/381",0
"7929","PIXEL309/381",0
"7930","PIXEL310/381",0
"7931","PIXEL311/381",0
"7932","PIXEL312/381",0
"7933","PIXEL313/381",0
"7934","PIXEL314/381",0
"7935","PIXEL315/381",0
"7936","PIXEL316/381",0
"7937","PIXEL317/381",0
"7938","PIXEL318/381",0
"7939","PIXEL319/381",0
"7940","PIXEL320/381",0
"7941","PIXEL321/381",0
"7942","PIXEL322/381",0
"7943","PIXEL323/381",0
"7944","PIXEL324/381",0
"7945","PIXEL325/381",0
"7946","PIXEL326/381",0
"7947","PIXEL327/381",0
"7948","PIXEL328/381",0
"7949","PIXEL329/381",0
"7950","PIXEL330/381",0
"7951","PIXEL331/381",0
"7952","PIXEL332/381",0
"7953","PIXEL333/381",0
"7954","PIXEL334/381",0
"7955","PIXEL335/381",0
"7956","PIXEL336/381",0
"7957","PIXEL337/381",0
"7958","PIXEL338/381",0
"7959","PIXEL339/381",0
"7960","PIXEL340/381",0
"7961","PIXEL341/381",0
"7962","PIXEL342/381",0
"7963","PIXEL343/381",0
"7964","PIXEL344/381",0
"7965","PIXEL345/381",0
"7966","PIXEL346/381",0
"7967","PIXEL347/381",0
"7968","PIXEL348/381",0
"7969","PIXEL349/381",0
"7970","PIXEL350/381",0
"7971","PIXEL351/381",0
"7972","PIXEL352/381",0
"7973","PIXEL353/381",0
"7974","PIXEL354/381",0
"7975","PIXEL355/381",0
"7976","PIXEL356/381",0
"7977","PIXEL357/381",0
"7978","PIXEL358/381",0
"7979","PIXEL359/381",0
"7980","PIXEL360/381",0
"7981","PIXEL361/381",0
"7982","PIXEL362/381",0
"7983","PIXEL363/381",0
"7984","PIXEL364/381",0
"7985","PIXEL365/381",0
"7986","PIXEL366/381",0
"7987","PIXEL367/381",0
"7988","PIXEL368/381",0
"7989","PIXEL369/381",0
"7990","PIXEL370/381",0
"7991","PIXEL371/381",0
"7992","PIXEL372/381",0
"7993","PIXEL373/381",0
"7994","PIXEL374/381",0
"7995","PIXEL375/381",0
"7996","PIXEL376/381",0
"7997","PIXEL377/381",0
"7998","PIXEL378/381",0
"7999","PIXEL379/381",0
"8000","PIXEL380/381",0
"8001","PIXEL381/381",0
"8002","PIXEL382/381",0
"8003","PIXEL383/381",0
"8004","PIXEL384/381",0
"8005","PIXEL385/381",0
"8006","PIXEL386/381",0
"8007","PIXEL387/381",0
"8008","PIXEL388/381",0
"8009","PIXEL389/381",0
"8010","PIXEL390/381",0
"8011","PIXEL391/381",0
"8012","PIXEL392/381",0
"8013","PIXEL393/381",0
"8014","PIXEL394/381",0
"8015","PIXEL395/381",0
"8016","PIXEL396/381",0
"8017","PIXEL397/381",0
"8018","PIXEL398/381",0
"8019","PIXEL399/381",0
"8020","PIXEL400/381",0
"8021","PIXEL0/380",0
"8022","PIXEL1/380",0
"8023","PIXEL2/380",0
"8024","PIXEL3/380",0
"8025","PIXEL4/380",0
"8026","PIXEL5/380",0
"8027","PIXEL6/380",0
"8028","PIXEL7/380",0
"8029","PIXEL8/380",0
"8030","PIXEL9/380",0
"8031","PIXEL10/380",0
"8032","PIXEL11/380",0
"8033","PIXEL12/380",0
"8034","PIXEL13/380",0
"8035","PIXEL14/380",0
"8036","PIXEL15/380",0
"8037","PIXEL16/380",0
"8038","PIXEL17/380",0
"8039","PIXEL18/380",0
"8040","PIXEL19/380",0
"8041","PIXEL20/380",0
"8042","PIXEL21/380",0
"8043","PIXEL22/380",0
"8044","PIXEL23/380",0
"8045","PIXEL24/380",0
"8046","PIXEL25/380",0
"8047","PIXEL26/380",0
"8048","PIXEL27/380",0
"8049","PIXEL28/380",0
"8050","PIXEL29/380",0
"8051","PIXEL30/380",0
"8052","PIXEL31/380",0
"8053","PIXEL32/380",0
"8054","PIXEL33/380",0
"8055","PIXEL34/380",0
"8056","PIXEL35/380",0
"8057","PIXEL36/380",0
"8058","PIXEL37/380",0
"8059","PIXEL38/380",0
"8060","PIXEL39/380",0
"8061","PIXEL40/380",0
"8062","PIXEL41/380",0
"8063","PIXEL42/380",0
"8064","PIXEL43/380",0
"8065","PIXEL44/380",0
"8066","PIXEL45/380",0
"8067","PIXEL46/380",0
"8068","PIXEL47/380",0
"8069","PIXEL48/380",0
"8070","PIXEL49/380",0
"8071","PIXEL50/380",0
"8072","PIXEL51/380",0
"8073","PIXEL52/380",0
"8074","PIXEL53/380",0
"8075","PIXEL54/380",0
"8076","PIXEL55/380",0
"8077","PIXEL56/380",0
"8078","PIXEL57/380",0
"8079","PIXEL58/380",0
"8080","PIXEL59/380",0
"8081","PIXEL60/380",0
"8082","PIXEL61/380",0
"8083","PIXEL62/380",0
"8084","PIXEL63/380",0
"8085","PIXEL64/380",0
"8086","PIXEL65/380",0
"8087","PIXEL66/380",0
"8088","PIXEL67/380",0
"8089","PIXEL68/380",0
"8090","PIXEL69/380",0
"8091","PIXEL70/380",0
"8092","PIXEL71/380",0
"8093","PIXEL72/380",0
"8094","PIXEL73/380",0
"8095","PIXEL74/380",0
"8096","PIXEL75/380",0
"8097","PIXEL76/380",0
"8098","PIXEL77/380",0
"8099","PIXEL78/380",0
"8100","PIXEL79/380",0
"8101","PIXEL80/380",0
"8102","PIXEL81/380",0
"8103","PIXEL82/380",0
"8104","PIXEL83/380",0
"8105","PIXEL84/380",0
"8106","PIXEL85/380",0
"8107","PIXEL86/380",0
"8108","PIXEL87/380",0
"8109","PIXEL88/380",0
"8110","PIXEL89/380",0
"8111","PIXEL90/380",0
"8112","PIXEL91/380",0
"8113","PIXEL92/380",0
"8114","PIXEL93/380",0
"8115","PIXEL94/380",0
"8116","PIXEL95/380",0
"8117","PIXEL96/380",0
"8118","PIXEL97/380",0
"8119","PIXEL98/380",0
"8120","PIXEL99/380",0
"8121","PIXEL100/380",0
"8122","PIXEL101/380",0
"8123","PIXEL102/380",0
"8124","PIXEL103/380",0
"8125","PIXEL104/380",0
"8126","PIXEL105/380",0
"8127","PIXEL106/380",0
"8128","PIXEL107/380",0
"8129","PIXEL108/380",0
"8130","PIXEL109/380",0
"8131","PIXEL110/380",0
"8132","PIXEL111/380",0
"8133","PIXEL112/380",0
"8134","PIXEL113/380",0
"8135","PIXEL114/380",0
"8136","PIXEL115/380",0
"8137","PIXEL116/380",0
"8138","PIXEL117/380",0
"8139","PIXEL118/380",0
"8140","PIXEL119/380",0
"8141","PIXEL120/380",0
"8142","PIXEL121/380",0
"8143","PIXEL122/380",0
"8144","PIXEL123/380",0
"8145","PIXEL124/380",0
"8146","PIXEL125/380",0
"8147","PIXEL126/380",0
"8148","PIXEL127/380",0
"8149","PIXEL128/380",0
"8150","PIXEL129/380",0
"8151","PIXEL130/380",0
"8152","PIXEL131/380",0
"8153","PIXEL132/380",0
"8154","PIXEL133/380",0
"8155","PIXEL134/380",0
"8156","PIXEL135/380",0
"8157","PIXEL136/380",0
"8158","PIXEL137/380",0
"8159","PIXEL138/380",0
"8160","PIXEL139/380",0
"8161","PIXEL140/380",0
"8162","PIXEL141/380",0
"8163","PIXEL142/380",0
"8164","PIXEL143/380",0
"8165","PIXEL144/380",0
"8166","PIXEL145/380",0
"8167","PIXEL146/380",0
"8168","PIXEL147/380",0
