"","Grid","count"
"13176","PIXEL141/145",4
"13177","PIXEL141/146",4
"13178","PIXEL141/147",4
"13179","PIXEL141/148",5
"13180","PIXEL141/149",5
"13181","PIXEL141/150",5
"13182","PIXEL141/151",5
"13183","PIXEL141/152",5
"13184","PIXEL141/153",5
"13185","PIXEL141/154",5
"13186","PIXEL141/155",5
"13187","PIXEL141/156",4
"13188","PIXEL141/157",4
"13189","PIXEL141/158",4
"13190","PIXEL141/159",4
"13191","PIXEL141/160",4
"13192","PIXEL141/161",4
"13193","PIXEL141/162",4
"13194","PIXEL141/163",4
"13195","PIXEL141/164",5
"13196","PIXEL141/165",5
"13197","PIXEL141/166",5
"13198","PIXEL141/167",5
"13199","PIXEL141/168",5
"13200","PIXEL141/169",5
"13201","PIXEL141/170",5
"13202","PIXEL141/171",5
"13203","PIXEL141/172",5
"13204","PIXEL141/173",5
"13205","PIXEL141/174",5
"13206","PIXEL141/175",5
"13207","PIXEL141/176",5
"13208","PIXEL141/177",5
"13209","PIXEL141/178",6
"13210","PIXEL141/179",6
"13211","PIXEL141/180",6
"13212","PIXEL141/181",6
"13213","PIXEL141/182",6
"13214","PIXEL141/183",6
"13215","PIXEL141/184",6
"13216","PIXEL141/185",6
"13217","PIXEL141/186",6
"13218","PIXEL141/187",6
"13219","PIXEL141/188",6
"13220","PIXEL141/189",6
"13221","PIXEL141/190",6
"13222","PIXEL141/191",6
"13223","PIXEL141/192",6
"13224","PIXEL141/193",6
"13225","PIXEL141/194",6
"13226","PIXEL141/195",6
"13227","PIXEL141/196",6
"13228","PIXEL141/197",6
"13229","PIXEL141/198",6
"13230","PIXEL141/199",6
"13231","PIXEL141/200",5
"13232","PIXEL141/201",5
"13233","PIXEL141/202",5
"13234","PIXEL141/203",5
"13235","PIXEL141/204",5
"13236","PIXEL141/205",5
"13237","PIXEL141/206",5
"13238","PIXEL141/207",6
"13239","PIXEL141/208",5
"13240","PIXEL141/209",5
"13241","PIXEL141/210",5
"13242","PIXEL141/211",5
"13243","PIXEL141/212",5
"13244","PIXEL141/213",5
"13245","PIXEL141/214",5
"13246","PIXEL141/215",5
"13247","PIXEL141/216",5
"13248","PIXEL141/217",5
"13249","PIXEL141/218",5
"13250","PIXEL141/219",5
"13251","PIXEL141/220",5
"13252","PIXEL141/221",5
"13253","PIXEL141/222",5
"13254","PIXEL141/223",5
"13255","PIXEL141/224",5
"13256","PIXEL141/225",5
"13257","PIXEL141/226",5
"13258","PIXEL141/227",5
"13259","PIXEL141/228",5
"13260","PIXEL141/229",5
"13261","PIXEL141/230",5
"13262","PIXEL141/231",5
"13263","PIXEL141/232",5
"13264","PIXEL141/233",5
"13265","PIXEL141/234",5
"13266","PIXEL141/235",5
"13267","PIXEL141/236",4
"13268","PIXEL141/237",3
"13269","PIXEL141/238",3
"13270","PIXEL141/239",3
"13271","PIXEL141/240",3
"13272","PIXEL141/241",3
"13273","PIXEL141/242",3
"13274","PIXEL141/243",3
"13275","PIXEL141/244",1
"13276","PIXEL141/245",1
"13277","PIXEL141/246",1
"13278","PIXEL141/247",1
"13279","PIXEL141/248",1
"13280","PIXEL141/249",1
"13281","PIXEL141/250",1
"13282","PIXEL141/251",1
"13283","PIXEL141/252",1
"13284","PIXEL141/253",1
"13285","PIXEL141/254",1
"13286","PIXEL141/255",1
"13287","PIXEL141/256",1
"13288","PIXEL141/257",1
"13289","PIXEL141/258",1
"13290","PIXEL141/259",1
"13291","PIXEL141/260",1
"13292","PIXEL141/261",1
"13293","PIXEL141/262",1
"13294","PIXEL141/27",1
"13295","PIXEL141/28",1
"13296","PIXEL141/29",1
"13297","PIXEL141/299",1
"13298","PIXEL141/30",1
"13299","PIXEL141/300",1
"13300","PIXEL141/301",1
"13301","PIXEL141/302",1
"13302","PIXEL141/303",1
"13303","PIXEL141/304",1
"13304","PIXEL141/305",1
"13305","PIXEL141/306",1
"13306","PIXEL141/307",1
"13307","PIXEL141/308",1
"13308","PIXEL141/309",1
"13309","PIXEL141/31",1
"13310","PIXEL141/310",1
"13311","PIXEL141/311",1
"13312","PIXEL141/312",1
"13313","PIXEL141/313",1
"13314","PIXEL141/314",1
"13315","PIXEL141/315",1
"13316","PIXEL141/316",1
"13317","PIXEL141/317",1
"13318","PIXEL141/318",1
"13319","PIXEL141/319",1
"13320","PIXEL141/32",1
"13321","PIXEL141/320",1
"13322","PIXEL141/324",1
"13323","PIXEL141/325",1
"13324","PIXEL141/326",1
"13325","PIXEL141/327",1
"13326","PIXEL141/328",2
"13327","PIXEL141/329",2
"13328","PIXEL141/33",1
"13329","PIXEL141/330",2
"13330","PIXEL141/331",2
"13331","PIXEL141/332",2
"13332","PIXEL141/333",3
"13333","PIXEL141/334",3
"13334","PIXEL141/335",3
"13335","PIXEL141/336",3
"13336","PIXEL141/337",3
"13337","PIXEL141/338",3
"13338","PIXEL141/339",3
"13339","PIXEL141/34",1
"13340","PIXEL141/340",3
"13341","PIXEL141/341",3
"13342","PIXEL141/342",3
"13343","PIXEL141/343",3
"13344","PIXEL141/344",3
"13345","PIXEL141/345",3
"13346","PIXEL141/346",3
"13347","PIXEL141/347",3
"13348","PIXEL141/348",3
"13349","PIXEL141/349",3
"13350","PIXEL141/35",1
"13351","PIXEL141/350",3
"13352","PIXEL141/351",3
"13353","PIXEL141/352",3
"13354","PIXEL141/353",3
"13355","PIXEL141/354",3
"13356","PIXEL141/355",3
"13357","PIXEL141/356",3
"13358","PIXEL141/357",3
"13359","PIXEL141/358",3
"13360","PIXEL141/359",3
"13361","PIXEL141/36",1
"13362","PIXEL141/360",3
"13363","PIXEL141/361",3
"13364","PIXEL141/362",3
"13365","PIXEL141/363",3
"13366","PIXEL141/364",3
"13367","PIXEL141/365",3
"13368","PIXEL141/366",3
"13369","PIXEL141/367",3
"13370","PIXEL141/368",3
"13371","PIXEL141/369",3
"13372","PIXEL141/37",1
"13373","PIXEL141/370",3
"13374","PIXEL141/371",3
"13375","PIXEL141/372",3
"13376","PIXEL141/373",2
"13377","PIXEL141/374",2
"13378","PIXEL141/375",1
"13379","PIXEL141/376",1
"13380","PIXEL141/377",1
"13381","PIXEL141/378",1
"13382","PIXEL141/379",1
"13383","PIXEL141/38",1
"13384","PIXEL141/380",1
"13385","PIXEL141/381",1
"13386","PIXEL141/382",1
"13387","PIXEL141/383",1
"13388","PIXEL141/384",1
"13389","PIXEL141/385",1
"13390","PIXEL141/386",1
"13391","PIXEL141/387",1
"13392","PIXEL141/388",1
"13393","PIXEL141/389",1
"13394","PIXEL141/39",1
"13395","PIXEL141/390",1
"13396","PIXEL141/391",1
"13397","PIXEL141/392",1
"13398","PIXEL141/393",1
"13399","PIXEL141/40",1
"13400","PIXEL141/41",1
"13401","PIXEL141/42",1
"13402","PIXEL141/43",1
"13403","PIXEL141/44",1
"13404","PIXEL141/45",1
"13405","PIXEL141/46",1
"13406","PIXEL141/47",1
"13407","PIXEL141/48",1
"13408","PIXEL141/49",1
"13409","PIXEL141/50",1
"13410","PIXEL141/51",1
"13411","PIXEL141/52",1
"13412","PIXEL141/53",1
"13413","PIXEL141/54",1
"13414","PIXEL141/55",1
"13415","PIXEL141/56",1
"13416","PIXEL141/57",1
"13417","PIXEL141/58",1
"13418","PIXEL141/59",1
"13419","PIXEL141/60",1
"13420","PIXEL141/61",1
"13421","PIXEL141/62",1
"13422","PIXEL141/63",1
"13423","PIXEL141/64",1
"13424","PIXEL141/65",1
"13425","PIXEL141/66",1
"13426","PIXEL141/67",1
"13427","PIXEL141/68",1
"13428","PIXEL141/69",1
"13429","PIXEL141/70",1
"13430","PIXEL141/71",1
"13431","PIXEL141/72",1
"13432","PIXEL141/73",1
"13433","PIXEL141/74",1
"13434","PIXEL141/75",1
"13435","PIXEL141/90",1
"13436","PIXEL141/91",1
"13437","PIXEL141/92",1
"13438","PIXEL141/93",1
"13439","PIXEL141/94",1
"13440","PIXEL141/95",1
"13441","PIXEL141/96",1
"13442","PIXEL141/97",1
"13443","PIXEL141/98",1
"13444","PIXEL141/99",1
"13445","PIXEL142/100",1
"13446","PIXEL142/101",1
"13447","PIXEL142/102",1
"13448","PIXEL142/103",1
"13449","PIXEL142/104",1
"13450","PIXEL142/105",1
"13451","PIXEL142/106",1
"13452","PIXEL142/107",1
"13453","PIXEL142/108",1
"13454","PIXEL142/109",1
"13455","PIXEL142/110",1
"13456","PIXEL142/111",1
"13457","PIXEL142/112",1
"13458","PIXEL142/113",1
"13459","PIXEL142/114",1
"13460","PIXEL142/115",1
"13461","PIXEL142/116",1
"13462","PIXEL142/117",1
"13463","PIXEL142/118",1
"13464","PIXEL142/119",1
"13465","PIXEL142/120",1
"13466","PIXEL142/121",1
"13467","PIXEL142/122",1
"13468","PIXEL142/123",1
"13469","PIXEL142/124",1
"13470","PIXEL142/125",2
"13471","PIXEL142/126",2
"13472","PIXEL142/127",2
"13473","PIXEL142/128",2
"13474","PIXEL142/129",2
"13475","PIXEL142/130",2
"13476","PIXEL142/131",2
"13477","PIXEL142/132",2
"13478","PIXEL142/133",2
"13479","PIXEL142/134",2
"13480","PIXEL142/135",3
"13481","PIXEL142/136",3
"13482","PIXEL142/137",3
"13483","PIXEL142/138",3
"13484","PIXEL142/139",3
"13485","PIXEL142/140",3
"13486","PIXEL142/141",3
"13487","PIXEL142/142",4
"13488","PIXEL142/143",4
"13489","PIXEL142/144",4
"13490","PIXEL142/145",4
"13491","PIXEL142/146",4
"13492","PIXEL142/147",4
"13493","PIXEL142/148",5
"13494","PIXEL142/149",5
"13495","PIXEL142/150",5
"13496","PIXEL142/151",5
"13497","PIXEL142/152",5
"13498","PIXEL142/153",5
"13499","PIXEL142/154",5
"13500","PIXEL142/155",5
"13501","PIXEL142/156",4
"13502","PIXEL142/157",4
"13503","PIXEL142/158",4
"13504","PIXEL142/159",4
"13505","PIXEL142/160",4
"13506","PIXEL142/161",4
"13507","PIXEL142/162",4
"13508","PIXEL142/163",4
"13509","PIXEL142/164",5
"13510","PIXEL142/165",5
"13511","PIXEL142/166",5
"13512","PIXEL142/167",5
"13513","PIXEL142/168",5
"13514","PIXEL142/169",5
"13515","PIXEL142/170",5
"13516","PIXEL142/171",5
"13517","PIXEL142/172",5
"13518","PIXEL142/173",5
"13519","PIXEL142/174",5
"13520","PIXEL142/175",5
"13521","PIXEL142/176",5
"13522","PIXEL142/177",5
"13523","PIXEL142/178",6
"13524","PIXEL142/179",6
"13525","PIXEL142/180",6
"13526","PIXEL142/181",6
"13527","PIXEL142/182",6
"13528","PIXEL142/183",6
"13529","PIXEL142/184",6
"13530","PIXEL142/185",6
"13531","PIXEL142/186",6
"13532","PIXEL142/187",6
"13533","PIXEL142/188",6
"13534","PIXEL142/189",6
"13535","PIXEL142/190",6
"13536","PIXEL142/191",6
"13537","PIXEL142/192",6
"13538","PIXEL142/193",6
"13539","PIXEL142/194",6
"13540","PIXEL142/195",6
"13541","PIXEL142/196",6
"13542","PIXEL142/197",6
"13543","PIXEL142/198",6
"13544","PIXEL142/199",6
"13545","PIXEL142/200",5
"13546","PIXEL142/201",5
"13547","PIXEL142/202",5
"13548","PIXEL142/203",5
"13549","PIXEL142/204",5
"13550","PIXEL142/205",5
"13551","PIXEL142/206",5
"13552","PIXEL142/207",6
"13553","PIXEL142/208",5
"13554","PIXEL142/209",5
"13555","PIXEL142/210",5
"13556","PIXEL142/211",5
"13557","PIXEL142/212",5
"13558","PIXEL142/213",5
"13559","PIXEL142/214",5
"13560","PIXEL142/215",5
"13561","PIXEL142/216",5
"13562","PIXEL142/217",5
"13563","PIXEL142/218",5
"13564","PIXEL142/219",5
"13565","PIXEL142/220",5
"13566","PIXEL142/221",5
"13567","PIXEL142/222",5
"13568","PIXEL142/223",5
"13569","PIXEL142/224",5
"13570","PIXEL142/225",5
"13571","PIXEL142/226",5
"13572","PIXEL142/227",5
"13573","PIXEL142/228",5
"13574","PIXEL142/229",5
"13575","PIXEL142/230",5
"13576","PIXEL142/231",5
"13577","PIXEL142/232",5
"13578","PIXEL142/233",5
"13579","PIXEL142/234",5
"13580","PIXEL142/235",5
"13581","PIXEL142/236",4
"13582","PIXEL142/237",3
"13583","PIXEL142/238",3
"13584","PIXEL142/239",3
"13585","PIXEL142/240",3
"13586","PIXEL142/241",3
"13587","PIXEL142/242",3
"13588","PIXEL142/243",3
"13589","PIXEL142/244",1
"13590","PIXEL142/245",1
"13591","PIXEL142/246",1
"13592","PIXEL142/247",1
"13593","PIXEL142/248",1
"13594","PIXEL142/249",1
"13595","PIXEL142/250",1
"13596","PIXEL142/251",1
"13597","PIXEL142/252",1
"13598","PIXEL142/253",1
"13599","PIXEL142/254",1
"13600","PIXEL142/255",1
"13601","PIXEL142/256",1
"13602","PIXEL142/257",1
"13603","PIXEL142/258",1
"13604","PIXEL142/259",1
"13605","PIXEL142/260",1
"13606","PIXEL142/261",1
"13607","PIXEL142/262",1
"13608","PIXEL142/27",1
"13609","PIXEL142/28",1
"13610","PIXEL142/29",1
"13611","PIXEL142/299",1
"13612","PIXEL142/30",1
"13613","PIXEL142/300",1
"13614","PIXEL142/301",1
"13615","PIXEL142/302",1
"13616","PIXEL142/303",1
"13617","PIXEL142/304",1
"13618","PIXEL142/305",1
"13619","PIXEL142/306",1
"13620","PIXEL142/307",1
"13621","PIXEL142/308",1
"13622","PIXEL142/309",1
"13623","PIXEL142/31",1
"13624","PIXEL142/310",1
"13625","PIXEL142/311",1
"13626","PIXEL142/312",1
"13627","PIXEL142/313",1
"13628","PIXEL142/314",1
"13629","PIXEL142/315",1
"13630","PIXEL142/316",1
"13631","PIXEL142/317",1
"13632","PIXEL142/318",1
"13633","PIXEL142/319",1
"13634","PIXEL142/32",1
"13635","PIXEL142/320",1
"13636","PIXEL142/324",1
"13637","PIXEL142/325",1
"13638","PIXEL142/326",1
"13639","PIXEL142/327",1
"13640","PIXEL142/328",2
"13641","PIXEL142/329",2
"13642","PIXEL142/33",1
"13643","PIXEL142/330",2
"13644","PIXEL142/331",2
"13645","PIXEL142/332",2
"13646","PIXEL142/333",3
"13647","PIXEL142/334",3
"13648","PIXEL142/335",3
"13649","PIXEL142/336",3
"13650","PIXEL142/337",3
"13651","PIXEL142/338",3
"13652","PIXEL142/339",3
"13653","PIXEL142/34",1
"13654","PIXEL142/340",3
"13655","PIXEL142/341",3
"13656","PIXEL142/342",3
"13657","PIXEL142/343",3
"13658","PIXEL142/344",3
"13659","PIXEL142/345",3
"13660","PIXEL142/346",3
"13661","PIXEL142/347",3
"13662","PIXEL142/348",3
"13663","PIXEL142/349",3
"13664","PIXEL142/35",1
"13665","PIXEL142/350",3
"13666","PIXEL142/351",3
"13667","PIXEL142/352",3
"13668","PIXEL142/353",3
"13669","PIXEL142/354",3
"13670","PIXEL142/355",3
"13671","PIXEL142/356",3
"13672","PIXEL142/357",3
"13673","PIXEL142/358",3
"13674","PIXEL142/359",3
"13675","PIXEL142/36",1
"13676","PIXEL142/360",3
"13677","PIXEL142/361",3
"13678","PIXEL142/362",3
"13679","PIXEL142/363",3
"13680","PIXEL142/364",3
"13681","PIXEL142/365",3
"13682","PIXEL142/366",3
"13683","PIXEL142/367",3
"13684","PIXEL142/368",3
"13685","PIXEL142/369",3
"13686","PIXEL142/37",1
"13687","PIXEL142/370",3
"13688","PIXEL142/371",3
"13689","PIXEL142/372",3
"13690","PIXEL142/373",2
"13691","PIXEL142/374",2
"13692","PIXEL142/375",1
"13693","PIXEL142/376",1
"13694","PIXEL142/377",1
"13695","PIXEL142/378",1
"13696","PIXEL142/379",1
"13697","PIXEL142/38",1
"13698","PIXEL142/380",1
"13699","PIXEL142/381",1
"13700","PIXEL142/382",1
"13701","PIXEL142/383",1
"13702","PIXEL142/384",1
"13703","PIXEL142/385",1
"13704","PIXEL142/386",1
"13705","PIXEL142/387",1
"13706","PIXEL142/388",1
"13707","PIXEL142/389",1
"13708","PIXEL142/39",1
"13709","PIXEL142/390",1
"13710","PIXEL142/391",1
"13711","PIXEL142/392",1
"13712","PIXEL142/393",1
"13713","PIXEL142/40",1
"13714","PIXEL142/41",1
"13715","PIXEL142/42",1
"13716","PIXEL142/43",1
"13717","PIXEL142/44",1
"13718","PIXEL142/45",1
"13719","PIXEL142/46",1
"13720","PIXEL142/47",1
"13721","PIXEL142/48",1
"13722","PIXEL142/49",1
"13723","PIXEL142/50",1
"13724","PIXEL142/51",1
"13725","PIXEL142/52",1
"13726","PIXEL142/53",1
"13727","PIXEL142/54",1
"13728","PIXEL142/55",1
"13729","PIXEL142/56",1
"13730","PIXEL142/57",1
"13731","PIXEL142/58",1
"13732","PIXEL142/59",1
"13733","PIXEL142/60",1
"13734","PIXEL142/61",1
"13735","PIXEL142/62",1
"13736","PIXEL142/63",1
"13737","PIXEL142/64",1
"13738","PIXEL142/65",1
"13739","PIXEL142/66",1
"13740","PIXEL142/67",1
"13741","PIXEL142/68",1
"13742","PIXEL142/69",1
"13743","PIXEL142/70",1
"13744","PIXEL142/71",1
"13745","PIXEL142/72",1
"13746","PIXEL142/73",1
"13747","PIXEL142/74",1
"13748","PIXEL142/75",1
"13749","PIXEL142/90",1
"13750","PIXEL142/91",1
"13751","PIXEL142/92",1
"13752","PIXEL142/93",1
"13753","PIXEL142/94",1
"13754","PIXEL142/95",1
"13755","PIXEL142/96",1
"13756","PIXEL142/97",1
"13757","PIXEL142/98",1
"13758","PIXEL142/99",1
"13759","PIXEL143/100",1
"13760","PIXEL143/101",1
"13761","PIXEL143/102",1
"13762","PIXEL143/103",1
"13763","PIXEL143/104",1
"13764","PIXEL143/105",1
"13765","PIXEL143/106",1
"13766","PIXEL143/107",1
"13767","PIXEL143/108",1
"13768","PIXEL143/109",1
"13769","PIXEL143/110",1
"13770","PIXEL143/111",1
"13771","PIXEL143/112",1
"13772","PIXEL143/113",1
"13773","PIXEL143/114",1
"13774","PIXEL143/115",1
"13775","PIXEL143/116",1
"13776","PIXEL143/117",1
"13777","PIXEL143/118",1
"13778","PIXEL143/119",1
"13779","PIXEL143/120",1
"13780","PIXEL143/121",1
"13781","PIXEL143/122",1
"13782","PIXEL143/123",1
"13783","PIXEL143/124",1
"13784","PIXEL143/125",2
"13785","PIXEL143/126",2
"13786","PIXEL143/127",2
"13787","PIXEL143/128",2
"13788","PIXEL143/129",2
"13789","PIXEL143/130",2
"13790","PIXEL143/131",2
"13791","PIXEL143/132",2
"13792","PIXEL143/133",2
"13793","PIXEL143/134",2
"13794","PIXEL143/135",3
"13795","PIXEL143/136",3
"13796","PIXEL143/137",3
"13797","PIXEL143/138",3
"13798","PIXEL143/139",3
"13799","PIXEL143/140",3
"13800","PIXEL143/141",3
"13801","PIXEL143/142",4
"13802","PIXEL143/143",4
"13803","PIXEL143/144",4
"13804","PIXEL143/145",4
"13805","PIXEL143/146",4
"13806","PIXEL143/147",4
"13807","PIXEL143/148",5
"13808","PIXEL143/149",5
"13809","PIXEL143/150",5
"13810","PIXEL143/151",5
"13811","PIXEL143/152",5
"13812","PIXEL143/153",5
"13813","PIXEL143/154",5
"13814","PIXEL143/155",5
"13815","PIXEL143/156",4
"13816","PIXEL143/157",4
"13817","PIXEL143/158",4
"13818","PIXEL143/159",4
"13819","PIXEL143/160",4
"13820","PIXEL143/161",4
"13821","PIXEL143/162",4
"13822","PIXEL143/163",4
"13823","PIXEL143/164",5
"13824","PIXEL143/165",5
"13825","PIXEL143/166",5
"13826","PIXEL143/167",5
"13827","PIXEL143/168",5
"13828","PIXEL143/169",5
"13829","PIXEL143/170",5
"13830","PIXEL143/171",5
"13831","PIXEL143/172",5
"13832","PIXEL143/173",5
"13833","PIXEL143/174",5
"13834","PIXEL143/175",5
"13835","PIXEL143/176",5
"13836","PIXEL143/177",5
"13837","PIXEL143/178",6
"13838","PIXEL143/179",6
"13839","PIXEL143/180",6
"13840","PIXEL143/181",6
"13841","PIXEL143/182",6
"13842","PIXEL143/183",6
"13843","PIXEL143/184",6
"13844","PIXEL143/185",6
"13845","PIXEL143/186",6
"13846","PIXEL143/187",6
"13847","PIXEL143/188",6
"13848","PIXEL143/189",6
"13849","PIXEL143/190",6
"13850","PIXEL143/191",6
"13851","PIXEL143/192",6
"13852","PIXEL143/193",6
"13853","PIXEL143/194",6
"13854","PIXEL143/195",6
"13855","PIXEL143/196",6
"13856","PIXEL143/197",6
"13857","PIXEL143/198",6
"13858","PIXEL143/199",6
"13859","PIXEL143/200",5
"13860","PIXEL143/201",5
"13861","PIXEL143/202",5
"13862","PIXEL143/203",5
"13863","PIXEL143/204",5
"13864","PIXEL143/205",5
"13865","PIXEL143/206",5
"13866","PIXEL143/207",6
"13867","PIXEL143/208",5
"13868","PIXEL143/209",5
"13869","PIXEL143/210",5
"13870","PIXEL143/211",5
"13871","PIXEL143/212",5
"13872","PIXEL143/213",5
"13873","PIXEL143/214",5
"13874","PIXEL143/215",5
"13875","PIXEL143/216",5
"13876","PIXEL143/217",5
"13877","PIXEL143/218",5
"13878","PIXEL143/219",5
"13879","PIXEL143/220",5
"13880","PIXEL143/221",5
"13881","PIXEL143/222",5
"13882","PIXEL143/223",5
"13883","PIXEL143/224",5
"13884","PIXEL143/225",5
"13885","PIXEL143/226",5
"13886","PIXEL143/227",5
"13887","PIXEL143/228",5
"13888","PIXEL143/229",5
"13889","PIXEL143/230",5
"13890","PIXEL143/231",5
"13891","PIXEL143/232",5
"13892","PIXEL143/233",5
"13893","PIXEL143/234",5
"13894","PIXEL143/235",5
"13895","PIXEL143/236",4
"13896","PIXEL143/237",3
"13897","PIXEL143/238",3
"13898","PIXEL143/239",3
"13899","PIXEL143/240",3
"13900","PIXEL143/241",3
"13901","PIXEL143/242",3
"13902","PIXEL143/243",3
"13903","PIXEL143/244",1
"13904","PIXEL143/245",1
"13905","PIXEL143/246",1
"13906","PIXEL143/247",1
"13907","PIXEL143/248",1
"13908","PIXEL143/249",1
"13909","PIXEL143/250",1
"13910","PIXEL143/251",1
"13911","PIXEL143/252",1
"13912","PIXEL143/253",1
"13913","PIXEL143/254",1
"13914","PIXEL143/255",1
"13915","PIXEL143/256",1
"13916","PIXEL143/257",1
"13917","PIXEL143/258",1
"13918","PIXEL143/259",1
"13919","PIXEL143/260",1
"13920","PIXEL143/261",1
"13921","PIXEL143/262",1
"13922","PIXEL143/27",1
"13923","PIXEL143/28",1
"13924","PIXEL143/29",1
"13925","PIXEL143/299",1
"13926","PIXEL143/30",1
"13927","PIXEL143/300",1
"13928","PIXEL143/301",1
"13929","PIXEL143/302",1
"13930","PIXEL143/303",1
"13931","PIXEL143/304",1
"13932","PIXEL143/305",1
"13933","PIXEL143/306",1
"13934","PIXEL143/307",1
"13935","PIXEL143/308",1
"13936","PIXEL143/309",1
"13937","PIXEL143/31",1
"13938","PIXEL143/310",1
"13939","PIXEL143/311",1
"13940","PIXEL143/312",1
"13941","PIXEL143/313",1
"13942","PIXEL143/314",1
"13943","PIXEL143/315",1
"13944","PIXEL143/316",1
"13945","PIXEL143/317",1
"13946","PIXEL143/318",1
"13947","PIXEL143/319",1
"13948","PIXEL143/32",1
"13949","PIXEL143/320",1
"13950","PIXEL143/324",1
"13951","PIXEL143/325",1
"13952","PIXEL143/326",1
"13953","PIXEL143/327",1
"13954","PIXEL143/328",2
"13955","PIXEL143/329",2
"13956","PIXEL143/33",1
"13957","PIXEL143/330",2
"13958","PIXEL143/331",2
"13959","PIXEL143/332",2
"13960","PIXEL143/333",3
"13961","PIXEL143/334",3
"13962","PIXEL143/335",3
"13963","PIXEL143/336",3
"13964","PIXEL143/337",3
"13965","PIXEL143/338",3
"13966","PIXEL143/339",3
"13967","PIXEL143/34",1
"13968","PIXEL143/340",3
"13969","PIXEL143/341",3
"13970","PIXEL143/342",3
"13971","PIXEL143/343",3
"13972","PIXEL143/344",3
"13973","PIXEL143/345",3
"13974","PIXEL143/346",3
"13975","PIXEL143/347",3
"13976","PIXEL143/348",3
"13977","PIXEL143/349",3
"13978","PIXEL143/35",1
"13979","PIXEL143/350",3
"13980","PIXEL143/351",3
"13981","PIXEL143/352",3
"13982","PIXEL143/353",3
"13983","PIXEL143/354",3
"13984","PIXEL143/355",3
"13985","PIXEL143/356",3
"13986","PIXEL143/357",3
"13987","PIXEL143/358",3
"13988","PIXEL143/359",3
"13989","PIXEL143/36",1
"13990","PIXEL143/360",3
"13991","PIXEL143/361",3
"13992","PIXEL143/362",3
"13993","PIXEL143/363",3
"13994","PIXEL143/364",3
"13995","PIXEL143/365",3
"13996","PIXEL143/366",3
"13997","PIXEL143/367",3
"13998","PIXEL143/368",3
"13999","PIXEL143/369",3
"14000","PIXEL143/37",1
"14001","PIXEL143/370",3
"14002","PIXEL143/371",3
"14003","PIXEL143/372",3
"14004","PIXEL143/373",2
"14005","PIXEL143/374",2
"14006","PIXEL143/375",1
"14007","PIXEL143/376",1
"14008","PIXEL143/377",1
"14009","PIXEL143/378",1
"14010","PIXEL143/379",1
"14011","PIXEL143/38",1
"14012","PIXEL143/380",1
"14013","PIXEL143/381",1
"14014","PIXEL143/382",1
"14015","PIXEL143/383",1
"14016","PIXEL143/384",1
"14017","PIXEL143/385",1
"14018","PIXEL143/386",1
"14019","PIXEL143/387",1
"14020","PIXEL143/388",1
"14021","PIXEL143/389",1
"14022","PIXEL143/39",1
"14023","PIXEL143/390",1
"14024","PIXEL143/391",1
"14025","PIXEL143/392",1
"14026","PIXEL143/393",1
"14027","PIXEL143/40",1
"14028","PIXEL143/41",1
"14029","PIXEL143/42",1
"14030","PIXEL143/43",1
"14031","PIXEL143/44",1
"14032","PIXEL143/45",1
"14033","PIXEL143/46",1
"14034","PIXEL143/47",1
"14035","PIXEL143/48",1
"14036","PIXEL143/49",1
"14037","PIXEL143/50",1
"14038","PIXEL143/51",1
"14039","PIXEL143/52",1
"14040","PIXEL143/53",1
"14041","PIXEL143/54",1
"14042","PIXEL143/55",1
"14043","PIXEL143/56",1
"14044","PIXEL143/57",1
"14045","PIXEL143/58",1
"14046","PIXEL143/59",1
"14047","PIXEL143/60",1
"14048","PIXEL143/61",1
"14049","PIXEL143/62",1
"14050","PIXEL143/63",1
"14051","PIXEL143/64",1
"14052","PIXEL143/65",1
"14053","PIXEL143/66",1
"14054","PIXEL143/67",1
"14055","PIXEL143/68",1
"14056","PIXEL143/69",1
"14057","PIXEL143/70",1
"14058","PIXEL143/71",1
"14059","PIXEL143/72",1
"14060","PIXEL143/73",1
"14061","PIXEL143/74",1
"14062","PIXEL143/75",1
"14063","PIXEL143/90",1
"14064","PIXEL143/91",1
"14065","PIXEL143/92",1
"14066","PIXEL143/93",1
"14067","PIXEL143/94",1
"14068","PIXEL143/95",1
"14069","PIXEL143/96",1
"14070","PIXEL143/97",1
"14071","PIXEL143/98",1
"14072","PIXEL143/99",1
"14073","PIXEL144/100",1
"14074","PIXEL144/101",1
"14075","PIXEL144/102",1
"14076","PIXEL144/103",1
"14077","PIXEL144/104",1
"14078","PIXEL144/105",1
"14079","PIXEL144/106",1
"14080","PIXEL144/107",1
"14081","PIXEL144/108",1
"14082","PIXEL144/109",1
"14083","PIXEL144/110",1
"14084","PIXEL144/111",1
"14085","PIXEL144/112",1
"14086","PIXEL144/113",1
"14087","PIXEL144/114",1
"14088","PIXEL144/115",1
"14089","PIXEL144/116",1
"14090","PIXEL144/117",1
"14091","PIXEL144/118",1
"14092","PIXEL144/119",1
"14093","PIXEL144/120",1
"14094","PIXEL144/121",1
"14095","PIXEL144/122",1
"14096","PIXEL144/123",1
"14097","PIXEL144/124",1
"14098","PIXEL144/125",2
"14099","PIXEL144/126",2
"14100","PIXEL144/127",2
"14101","PIXEL144/128",2
"14102","PIXEL144/129",2
"14103","PIXEL144/130",2
"14104","PIXEL144/131",2
"14105","PIXEL144/132",2
"14106","PIXEL144/133",2
"14107","PIXEL144/134",2
